,Team,goalsFor,goalsAgainst,xGFor,xGAgainst,shotsFor,shotsAgainst,cornersFor,cornersAgainst,pkFor,pkAgainst,pkShotsFor,pkShotsAgainst,possessionPct,isHome,Result,PointsGained
15,WIC,1.2352941176470589,1.8823529411764706,1.178235294117647,1.7055882352941174,13.088235294117647,13.911764705882353,4.676470588235294,5.235294117647059,0.0,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.5576470588235294,0.5,-0.20588235294117646,1.0294117647058822
16,FOR,1.588235294117647,1.8529411764705883,1.4949999999999999,1.5320588235294117,12.029411764705882,15.0,5.0588235294117645,4.5,0.0,0.029411764705882353,0.029411764705882353,0.17647058823529413,0.5517647058823529,0.5,-0.11764705882352941,1.2352941176470589
17,EUG,1.3823529411764706,1.6176470588235294,1.0623529411764705,1.4882352941176469,12.411764705882353,13.323529411764707,5.088235294117647,5.0588235294117645,0.0,0.08823529411764706,0.14705882352941177,0.2647058823529412,0.42882352941176477,0.5,-0.08823529411764706,1.2647058823529411
18,LRO,1.7352941176470589,1.2058823529411764,1.5720588235294117,1.2264705882352942,13.058823529411764,13.058823529411764,5.117647058823529,4.705882352941177,0.029411764705882353,0.029411764705882353,0.20588235294117646,0.20588235294117646,0.5638235294117646,0.5,0.11764705882352941,1.5588235294117647
19,LEX,1.5,1.3235294117647058,1.326764705882353,1.4802941176470588,13.882352941176471,14.676470588235293,5.117647058823529,5.147058823529412,0.0,0.029411764705882353,0.14705882352941177,0.14705882352941177,0.45588235294117646,0.5,0.029411764705882353,1.411764705882353
20,FAR,2.0,1.3529411764705883,1.5873529411764706,1.1152941176470588,13.117647058823529,12.411764705882353,5.4411764705882355,4.735294117647059,0.029411764705882353,0.0,0.14705882352941177,0.3235294117647059,0.5179411764705883,0.5,0.2647058823529412,1.8529411764705883
21,AUG,1.8235294117647058,1.3823529411764706,1.4829411764705882,1.237941176470588,13.764705882352942,10.911764705882353,5.029411764705882,4.411764705882353,0.08823529411764706,0.0,0.29411764705882354,0.14705882352941177,0.5541176470588235,0.5,0.35294117647058826,1.911764705882353
22,TOL,1.588235294117647,1.5294117647058822,1.225,1.3479411764705884,13.205882352941176,13.852941176470589,5.235294117647059,4.911764705882353,0.029411764705882353,0.0,0.23529411764705882,0.08823529411764706,0.5035294117647058,0.5,0.0,1.411764705882353
23,SPR,1.8823529411764706,1.911764705882353,1.0679411764705882,1.3311764705882352,12.676470588235293,13.705882352941176,4.382352941176471,4.794117647058823,0.029411764705882353,0.058823529411764705,0.17647058823529413,0.3235294117647059,0.4341176470588235,0.5,0.08823529411764706,1.5
24,MOB,1.1470588235294117,1.5294117647058822,1.1150000000000002,1.5008823529411766,11.0,13.882352941176471,4.382352941176471,4.470588235294118,0.029411764705882353,0.029411764705882353,0.20588235294117646,0.14705882352941177,0.5108823529411765,0.5,-0.11764705882352941,1.1764705882352942
25,TAC,1.4705882352941178,2.0294117647058822,1.0926470588235295,1.528823529411765,12.794117647058824,14.617647058823529,4.794117647058823,5.411764705882353,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.29411764705882354,0.4985294117647059,0.5,-0.47058823529411764,0.7352941176470589
26,CHM,1.1764705882352942,1.2058823529411764,1.198529411764706,1.3820588235294118,13.647058823529411,13.411764705882353,4.882352941176471,4.911764705882353,0.029411764705882353,0.0,0.2647058823529412,0.17647058823529413,0.5202941176470588,0.5,-0.08823529411764706,1.1764705882352942
27,BAK,1.3823529411764706,1.5,1.2435294117647062,1.3197058823529415,13.441176470588236,14.323529411764707,5.352941176470588,5.323529411764706,0.029411764705882353,0.029411764705882353,0.14705882352941177,0.11764705882352941,0.4582352941176471,0.5,-0.08823529411764706,1.2352941176470589
